dest_ip,dest_port,first_seen,last_online,malware
80.93.48.49,7080,11/25/2019 12:22,12/7/2019,Heodo
192.161.190.171,8080,11/25/2019 9:50,1/2/2020,Heodo
206.189.112.148,8080,11/25/2019 9:39,1/28/2020,Heodo
206.81.10.215,8080,11/25/2019 8:35,2/6/2020,Heodo
50.116.86.205,8080,11/21/2019 15:00,2/6/2020,Heodo
209.97.168.52,8080,11/20/2019 18:03,2/6/2020,Heodo
198.58.120.26,8080,11/20/2019 18:03,11/21/2019,Heodo
190.147.215.53,22,11/19/2019 18:22,12/17/2019,Heodo
90.77.228.193,8090,11/19/2019 18:22,11/20/2019,Heodo
181.91.215.151,990,11/19/2019 17:36,11/20/2019,Heodo
190.189.79.73,80,11/19/2019 17:34,12/7/2019,Heodo
172.104.233.225,8080,11/18/2019 9:46,12/10/2019,Heodo
222.239.249.166,443,11/18/2019 9:44,12/2/2019,Heodo
83.169.33.157,8080,11/17/2019 21:12,11/27/2019,Heodo
213.189.36.51,8080,11/15/2019 15:55,12/3/2019,Heodo
70.32.78.99,8080,11/15/2019 15:51,11/25/2019,Heodo
110.93.247.98,443,11/15/2019 14:46,11/16/2019,Heodo
65.23.154.17,8080,11/15/2019 10:40,11/30/2019,Heodo
181.129.104.139,449,11/14/2019 11:05,2/4/2020,TrickBot
181.112.157.42,449,11/14/2019 11:05,2/4/2020,TrickBot
91.205.173.54,8080,11/14/2019 8:12,11/26/2019,Heodo
105.226.188.128,8090,11/14/2019 8:01,11/18/2019,Heodo
107.170.27.84,443,11/14/2019 8:01,11/22/2019,Heodo
144.76.56.36,8080,11/14/2019 8:01,2/6/2020,Heodo
191.92.209.110,7080,11/14/2019 5:10,11/28/2019,Heodo
190.214.13.2,449,11/13/2019 11:35,2/4/2020,TrickBot
181.129.134.18,449,11/13/2019 5:37,2/4/2020,TrickBot
181.113.28.146,449,11/13/2019 3:33,1/8/2020,TrickBot
181.196.207.202,449,11/12/2019 16:10,2/4/2020,TrickBot
192.241.255.77,8080,11/12/2019 12:31,1/22/2020,Heodo
152.169.32.143,8080,11/9/2019 0:42,12/6/2019,Heodo
190.4.50.26,80,11/8/2019 21:32,12/7/2019,Heodo
181.140.173.186,449,11/8/2019 3:58,1/15/2020,TrickBot
181.57.193.14,80,11/7/2019 20:32,12/19/2019,Heodo
189.173.113.67,443,11/7/2019 19:37,11/28/2019,Heodo
191.100.24.201,50000,11/7/2019 13:41,11/28/2019,Heodo
181.197.108.171,443,11/7/2019 13:31,12/6/2019,Heodo
193.34.144.138,8080,11/6/2019 11:24,11/26/2019,Heodo
170.130.31.177,8080,11/6/2019 9:57,11/23/2019,Heodo
165.227.156.155,443,11/6/2019 9:41,1/5/2020,Heodo
171.101.153.86,990,11/5/2019 15:28,11/22/2019,Heodo
67.225.179.64,8080,11/5/2019 14:34,1/3/2020,Heodo
189.189.56.216,443,11/5/2019 12:30,11/5/2019,Heodo
74.208.173.91,8080,11/5/2019 2:26,11/11/2019,Heodo
186.18.224.149,80,11/5/2019 2:24,11/8/2019,Heodo
201.190.133.235,8080,11/4/2019 14:26,12/7/2019,Heodo
190.210.184.138,995,11/4/2019 14:26,2/6/2020,Heodo
51.255.165.160,8080,11/4/2019 14:26,12/27/2019,Heodo
217.160.19.232,8080,11/4/2019 9:39,1/30/2020,Heodo
111.119.233.65,80,11/4/2019 9:33,11/20/2019,Heodo
202.29.215.114,449,11/2/2019 19:09,2/4/2020,TrickBot
163.172.40.218,7080,10/30/2019 15:42,12/30/2019,Heodo
45.56.79.249,443,10/30/2019 15:11,11/9/2019,Heodo
192.241.220.155,8080,10/30/2019 15:00,12/2/2019,Heodo
190.195.148.163,80,10/30/2019 8:33,11/1/2019,Heodo
186.15.57.7,8080,10/30/2019 6:32,11/1/2019,Heodo
183.102.238.69,465,10/29/2019 22:56,1/3/2020,Heodo
189.145.6.189,80,10/29/2019 22:52,10/31/2019,Heodo
190.182.161.7,8080,10/29/2019 21:48,11/3/2019,Heodo
181.198.203.45,443,10/28/2019 15:44,1/9/2020,Heodo
124.150.175.133,80,10/28/2019 15:44,1/20/2020,Heodo
42.190.4.92,443,10/28/2019 14:48,11/6/2019,Heodo
211.229.116.130,80,10/28/2019 12:26,2/4/2020,Heodo
212.129.24.79,8080,10/28/2019 12:04,12/23/2019,Heodo
190.146.131.105,8080,10/27/2019 2:46,12/16/2019,Heodo
216.75.37.196,8080,10/26/2019 11:00,1/30/2020,Heodo
95.216.207.86,7080,10/26/2019 10:04,2/6/2020,Heodo
60.52.64.122,80,10/26/2019 7:20,11/5/2019,Heodo
173.249.47.77,8080,10/25/2019 13:00,11/20/2019,Heodo
37.187.2.199,443,10/25/2019 12:50,11/23/2019,Heodo
189.166.13.109,80,10/25/2019 12:46,10/27/2019,Heodo
96.20.84.254,7080,10/25/2019 11:54,12/3/2019,Heodo
187.193.89.61,50000,10/24/2019 18:24,10/29/2019,Heodo
91.204.163.19,8090,10/24/2019 18:24,12/19/2019,Heodo
144.139.158.155,80,10/24/2019 18:24,11/14/2019,Heodo
189.218.243.150,443,10/24/2019 18:22,11/7/2019,Heodo
201.213.32.59,80,10/24/2019 15:12,2/4/2020,Heodo
189.159.113.125,8080,10/24/2019 15:11,10/25/2019,Heodo
45.56.122.75,80,10/23/2019 14:31,10/28/2019,Heodo
190.217.1.149,80,10/23/2019 14:29,11/11/2019,Heodo
190.16.101.10,80,10/23/2019 14:29,11/22/2019,Heodo
190.166.25.99,80,10/21/2019 20:36,10/22/2019,Heodo
181.16.17.210,443,10/21/2019 20:23,11/21/2019,Heodo
186.109.91.136,80,10/21/2019 13:13,10/25/2019,Heodo
46.174.235.36,449,10/21/2019 10:05,1/24/2020,TrickBot
186.84.173.153,80,10/19/2019 15:59,10/29/2019,Heodo
78.46.103.90,7080,10/19/2019 11:23,10/21/2019,Heodo
69.163.33.84,8080,10/18/2019 17:37,2/6/2020,Heodo
131.0.103.200,8080,10/18/2019 17:37,10/23/2019,Heodo
120.138.101.250,80,10/18/2019 17:36,10/23/2019,Heodo
105.227.100.228,80,10/18/2019 17:36,10/21/2019,Heodo
186.71.150.23,449,10/18/2019 17:35,2/4/2020,TrickBot
186.146.110.108,8080,10/16/2019 23:12,10/24/2019,Heodo
181.44.166.242,80,10/16/2019 22:58,12/6/2019,Heodo
181.99.223.250,8080,10/16/2019 22:39,10/21/2019,Heodo
75.154.163.1,8090,10/16/2019 21:17,10/25/2019,Heodo
181.135.153.203,443,10/16/2019 21:08,12/12/2019,Heodo
94.177.183.28,8080,10/16/2019 18:14,1/9/2020,Heodo
131.161.253.190,449,10/16/2019 17:56,2/4/2020,TrickBot
138.197.140.163,8080,10/16/2019 5:49,1/10/2020,Heodo
154.120.227.206,8080,10/15/2019 10:06,12/1/2019,Heodo
14.160.93.230,80,10/12/2019 6:31,1/14/2020,Heodo
167.71.10.37,8080,10/11/2019 20:51,1/22/2020,Heodo
113.52.135.33,7080,10/9/2019 22:51,1/9/2020,Heodo
68.183.170.114,8080,10/9/2019 20:18,2/6/2020,Heodo
201.184.105.242,443,10/9/2019 19:56,2/6/2020,Heodo
198.199.114.69,8080,10/9/2019 10:58,10/31/2019,Heodo
181.47.235.26,993,10/9/2019 10:56,12/5/2019,Heodo
51.38.134.203,8080,10/8/2019 9:48,2/6/2020,Heodo
68.183.190.199,8080,10/7/2019 11:04,2/3/2020,Heodo
46.101.212.195,8080,10/4/2019 13:32,1/18/2020,Heodo
5.189.148.98,8080,10/3/2019 17:40,12/28/2019,Heodo
76.69.29.42,80,10/3/2019 6:44,12/4/2019,Heodo
201.196.15.79,990,10/3/2019 4:25,12/14/2019,Heodo
94.183.71.206,7080,10/3/2019 4:25,11/27/2019,Heodo
89.32.150.160,8080,10/2/2019 22:06,10/3/2019,Heodo
209.141.41.136,8080,10/2/2019 19:29,11/7/2019,Heodo
198.58.112.7,443,10/2/2019 15:11,1/14/2020,Heodo
186.1.41.111,443,9/30/2019 18:59,11/21/2019,Heodo
181.231.62.54,80,9/30/2019 9:02,12/11/2019,Heodo
190.102.226.91,80,9/26/2019 11:25,12/9/2019,Heodo
110.36.234.146,80,9/26/2019 5:22,10/26/2019,Heodo
190.108.228.48,990,9/25/2019 0:44,12/6/2019,Heodo
119.159.150.176,443,9/25/2019 0:13,12/9/2019,Heodo
190.96.118.15,443,9/23/2019 23:48,11/11/2019,Heodo
143.95.101.72,8080,9/23/2019 12:49,1/16/2020,Heodo
101.187.237.217,20,9/23/2019 10:50,2/6/2020,Heodo
217.199.160.224,8080,9/20/2019 8:40,2/6/2020,Heodo
178.249.187.151,8080,9/20/2019 8:24,11/15/2019,Heodo
190.38.14.52,80,9/20/2019 0:54,12/16/2019,Heodo
190.104.253.234,990,9/19/2019 18:37,11/4/2019,Heodo
187.149.84.80,8080,9/18/2019 18:21,9/19/2019,Heodo
189.166.68.89,443,9/18/2019 18:20,10/11/2019,Heodo
207.180.208.175,8080,9/18/2019 1:06,9/20/2019,Heodo
192.163.221.191,8080,9/17/2019 23:18,1/9/2020,Heodo
66.55.71.15,447,9/16/2019 15:06,1/17/2020,TrickBot
190.226.44.20,21,9/16/2019 14:48,12/17/2019,Heodo
185.94.252.13,443,9/16/2019 9:38,12/23/2019,Heodo
103.97.95.218,80,9/16/2019 9:37,1/25/2020,Heodo
176.31.200.130,8080,9/16/2019 9:28,12/30/2019,Heodo
125.99.61.162,7080,9/14/2019 9:20,2/6/2020,Heodo
159.203.204.126,8080,9/12/2019 20:14,9/17/2019,Heodo
183.82.97.25,80,9/12/2019 17:01,12/5/2019,Heodo
77.245.101.134,8080,9/12/2019 17:00,11/19/2019,Heodo
80.85.87.122,8080,9/12/2019 17:00,12/17/2019,Heodo
149.202.153.251,8080,9/12/2019 16:06,12/8/2019,Heodo
75.127.14.170,8080,9/12/2019 9:52,12/23/2019,Heodo
64.44.51.125,443,9/11/2019 2:20,2/5/2020,TrickBot
146.185.219.31,443,7/2/2019 9:30,1/10/2020,TrickBot
170.238.117.187,8082,6/23/2019 1:51,2/5/2020,TrickBot
181.10.204.106,80,6/10/2019 9:58,2/6/2020,Heodo
138.68.106.4,7080,6/4/2019 16:41,2/6/2020,Heodo
86.6.188.121,80,6/4/2019 14:41,10/29/2019,Heodo
81.213.215.216,50000,6/4/2019 13:59,11/27/2019,Heodo
31.12.67.62,7080,5/29/2019 13:25,2/6/2020,Heodo
181.36.42.205,443,5/29/2019 10:09,2/6/2020,Heodo
86.42.166.147,80,5/27/2019 7:50,2/6/2020,Heodo
200.123.101.90,80,5/24/2019 18:10,12/11/2019,Heodo
159.65.241.220,8080,5/23/2019 7:39,1/24/2020,Heodo
104.131.11.150,8080,5/22/2019 22:32,1/24/2020,Heodo
46.105.131.87,80,5/18/2019 13:36,2/6/2020,Heodo
81.213.182.115,8443,5/16/2019 16:26,5/21/2019,Heodo
181.164.227.212,80,5/16/2019 15:09,5/24/2019,Heodo
217.113.27.158,443,5/16/2019 5:09,9/23/2019,Heodo
219.74.237.49,443,5/16/2019 5:09,6/4/2019,Heodo
187.178.9.19,20,5/15/2019 15:40,6/7/2019,Heodo
45.73.124.235,8080,5/15/2019 15:40,6/7/2019,Heodo
181.143.101.18,8080,5/14/2019 18:52,10/11/2019,Heodo
185.129.93.140,80,5/14/2019 18:52,9/8/2019,Heodo
190.13.211.174,21,5/14/2019 18:52,8/29/2019,Heodo
182.176.132.213,8090,5/11/2019 19:34,1/30/2020,Heodo
222.214.218.136,4143,5/9/2019 18:22,6/7/2019,Heodo
190.53.135.159,21,5/9/2019 18:22,2/6/2020,Heodo
177.246.193.139,20,5/9/2019 18:22,9/25/2019,Heodo
201.97.131.88,143,5/9/2019 18:22,5/9/2019,Heodo
88.21.212.13,8080,5/9/2019 18:22,5/29/2019,Heodo
68.52.43.253,80,5/9/2019 17:54,5/9/2019,Heodo
181.16.127.226,443,5/9/2019 16:07,6/7/2019,Heodo
181.15.243.22,80,5/8/2019 16:37,6/7/2019,Heodo
105.224.171.102,80,5/7/2019 20:32,6/7/2019,Heodo
218.161.88.253,8080,5/7/2019 19:57,6/6/2019,Heodo
177.242.202.30,8080,5/7/2019 8:48,5/27/2019,Heodo
87.106.23.241,8080,5/7/2019 8:48,5/13/2019,Heodo
103.255.150.84,80,5/4/2019 1:04,9/30/2019,Heodo
186.159.1.217,8082,5/3/2019 1:54,2/5/2020,TrickBot
119.155.153.14,21,5/2/2019 12:28,6/3/2019,Heodo
85.132.96.242,80,4/27/2019 22:15,5/4/2019,Heodo
78.100.187.118,80,4/10/2019 10:16,5/2/2019,Heodo
187.188.166.192,80,4/10/2019 8:48,1/21/2020,Heodo
89.188.124.145,443,4/3/2019 5:53,11/14/2019,Heodo
2.50.4.159,443,3/27/2019 12:19,5/18/2019,Heodo
82.226.163.9,80,3/26/2019 17:26,5/16/2019,Heodo
200.21.51.30,80,3/22/2019 8:53,2/5/2020,TrickBot
78.186.5.109,443,3/21/2019 19:25,1/17/2020,Heodo
190.211.207.11,443,3/15/2019 17:04,12/6/2019,Heodo
190.117.206.153,443,3/14/2019 13:04,10/26/2019,Heodo
103.39.131.88,80,3/12/2019 13:32,11/26/2019,Heodo
187.188.83.52,143,3/11/2019 13:54,5/20/2019,Heodo
213.107.110.253,143,3/11/2019 13:22,,Heodo
186.15.83.52,8080,3/11/2019 13:03,2/5/2020,Heodo
85.104.59.244,20,3/8/2019 12:52,10/24/2019,Heodo
189.151.39.229,21,3/7/2019 17:17,,Heodo
200.51.94.251,143,3/7/2019 17:16,10/31/2019,Heodo
66.84.11.168,8080,3/7/2019 14:48,6/7/2019,Heodo
75.104.218.201,143,3/7/2019 5:58,,Heodo
187.209.46.240,21,3/7/2019 5:58,,Heodo
189.141.175.53,143,3/7/2019 5:58,,Heodo
94.200.157.250,21,3/7/2019 5:58,4/21/2019,Heodo
78.188.105.159,21,3/5/2019 16:02,5/11/2019,Heodo
74.56.155.43,993,3/5/2019 15:44,,Heodo
59.103.164.174,80,3/5/2019 15:16,2/6/2020,Heodo
85.105.205.77,8080,3/5/2019 13:16,2/6/2020,Heodo
181.140.37.228,993,3/4/2019 21:08,,Heodo
70.45.30.28,8080,3/2/2019 9:28,2/6/2020,Heodo
181.143.53.227,21,3/2/2019 2:10,10/10/2019,Heodo
187.201.31.46,143,3/1/2019 15:36,,Heodo
110.36.217.66,53,2/26/2019 14:06,2/6/2020,Heodo
36.89.85.103,449,2/22/2019 9:25,2/4/2020,TrickBot
24.185.185.187,443,2/22/2019 8:04,,Heodo
217.13.106.160,7080,2/20/2019 3:13,9/5/2019,Heodo
212.112.113.235,80,2/13/2019 0:31,2/6/2020,Heodo
105.247.123.133,8080,2/6/2019 10:35,2/6/2020,Heodo
190.10.194.42,8080,1/23/2019 19:37,10/28/2019,Heodo
186.75.241.230,80,1/23/2019 13:45,12/21/2019,Heodo
201.251.43.69,8080,1/17/2019 20:10,10/17/2019,Heodo
109.104.79.48,8080,1/17/2019 3:05,10/17/2019,Heodo
185.94.252.27,443,1/17/2019 1:01,1/14/2020,Heodo
27.147.163.188,7080,1/16/2019 8:31,10/26/2019,Heodo
178.209.71.63,53,1/15/2019 6:21,12/24/2019,Heodo
180.92.239.110,7080,1/13/2019 16:09,2/6/2020,Heodo
181.143.194.138,443,1/13/2019 2:02,12/5/2019,Heodo
200.113.106.18,80,1/11/2019 19:25,12/1/2019,Heodo
190.195.129.227,8090,12/19/2018 17:09,2/6/2020,Heodo
186.4.172.5,8080,12/19/2018 15:30,12/28/2019,Heodo
104.131.58.132,8080,12/19/2018 5:44,1/15/2020,Heodo
94.205.247.10,80,12/17/2018 13:29,11/13/2019,Heodo
200.71.148.138,8080,12/14/2018 10:38,12/7/2019,Heodo
79.78.139.74,990,12/13/2018 22:41,,Heodo
78.186.175.54,80,12/13/2018 22:40,,Heodo
24.232.26.157,8080,12/13/2018 22:40,,Heodo
54.39.180.109,80,12/13/2018 22:40,,Heodo
105.184.191.243,80,12/13/2018 22:40,,Heodo
187.177.155.123,990,12/13/2018 22:40,2/6/2020,Heodo
81.136.148.196,50000,12/13/2018 22:14,,Heodo
181.111.60.39,443,12/13/2018 20:05,,Heodo
181.29.77.158,80,12/13/2018 20:05,,Heodo
190.210.37.122,80,12/13/2018 20:05,,Heodo
109.74.142.74,80,12/13/2018 20:04,,Heodo
187.243.203.67,8090,12/13/2018 20:04,,Heodo
88.250.255.12,8080,12/13/2018 18:15,,Heodo
87.224.1.34,80,12/13/2018 18:15,,Heodo
173.178.223.66,8090,12/13/2018 18:15,,Heodo
110.37.219.134,990,12/13/2018 1:22,,Heodo
152.168.60.9,80,12/13/2018 1:22,,Heodo
190.152.12.86,80,12/13/2018 1:22,,Heodo
190.146.201.54,80,12/13/2018 1:03,,Heodo
181.143.126.170,8080,12/10/2018 23:00,2/6/2020,Heodo
198.61.196.18,8080,12/10/2018 20:02,,Heodo
201.220.152.101,80,12/6/2018 22:40,6/7/2019,Heodo
115.78.95.230,443,12/6/2018 17:03,11/20/2019,Heodo
128.92.54.20,80,11/26/2018 8:57,12/14/2019,Heodo
178.210.51.222,8080,11/22/2018 1:22,12/3/2019,Heodo
144.139.247.220,80,11/22/2018 1:22,12/19/2019,Heodo
83.136.245.190,8080,11/21/2018 12:57,11/28/2019,Heodo
190.145.67.134,8090,11/19/2018 14:33,12/2/2019,Heodo
110.143.57.109,80,11/17/2018 21:52,12/14/2019,Heodo
173.171.132.82,8082,10/16/2018 7:01,2/5/2020,TrickBot
190.117.126.169,80,10/16/2018 6:39,2/2/2020,Heodo
200.57.102.71,8443,10/3/2018 15:21,10/25/2019,Heodo
69.198.17.20,8080,9/25/2018 16:36,,Heodo
201.163.74.202,443,9/13/2018 17:04,12/6/2019,Heodo
103.205.177.229,80,7/12/2018 16:28,11/22/2019,Heodo
52.4.64.240,4143,2/22/2018 15:03,,Heodo
178.62.253.139,4143,2/21/2018 1:37,,Heodo
186.103.199.252,4143,2/15/2018 21:22,,Heodo
80.82.115.164,4143,2/13/2018 21:24,,Heodo
84.200.208.98,80,2/13/2018 19:10,,Heodo
193.169.54.12,8080,1/19/2018 0:42,,Heodo
149.202.153.252,8080,12/26/2017 1:38,,Heodo
173.212.192.45,8080,11/23/2017 7:10,,Heodo
12.162.84.2,443,10/31/2017 8:50,2/6/2020,Heodo
178.63.156.138,8080,10/25/2017 16:17,,Heodo
46.28.109.151,8080,10/20/2017 17:14,,Heodo
216.71.120.100,8080,10/17/2017 19:23,,Heodo
83.169.3.142,8080,10/17/2017 10:12,,Heodo
64.62.228.170,8080,10/17/2017 10:12,,Heodo
178.254.33.12,8080,10/5/2017 23:39,,Heodo
94.199.242.92,8080,10/5/2017 23:39,,Heodo
74.208.155.175,8080,10/3/2017 18:44,,Heodo
51.255.58.18,8080,9/30/2017 21:38,,Heodo
74.50.52.130,8080,9/30/2017 19:42,,Heodo
5.45.108.249,8080,9/28/2017 14:05,,Heodo
108.59.253.38,8080,9/25/2017 20:14,,Heodo
103.16.131.20,8080,9/7/2017 10:57,,Heodo
45.33.55.157,8080,9/4/2017 2:28,,Heodo
173.212.227.54,443,8/25/2017 9:24,,Heodo
162.243.159.58,443,8/17/2017 21:30,,Heodo
192.81.212.79,443,7/28/2017 14:26,,Heodo
209.140.18.37,8080,1/18/2013 6:08,,Heodo
